TrinityID	GeneID	GEP_id	Dcor_v3_gene_id	DEO
TRINITY_GG_787_c4_g1	Dcor_evm.model.ctg3_len_6069552.115	GEP17	Dcor_evm.model.hic_scaffold_3_pilon.113	Dcor_evm.model.hic_scaffold_3_pilon.113
TRINITY_GG_1034_c1204_g1	Dcor_evm.model.ctg6_len_5675906.354	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.1185	Dcor_evm.model.hic_scaffold_3_pilon.1185
TRINITY_GG_1034_c63_g1	Dcor_evm.model.ctg6_len_5675906.297	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.1240	NA
TRINITY_GG_1034_c551_g1	Dcor_evm.model.ctg6_len_5675906.272	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.1265	Dcor_evm.model.hic_scaffold_3_pilon.1265
TRINITY_GG_149_c885_g1	Dcor_evm.model.ctg6_len_5675906.256_evm.model.ctg6_len_5675906.257	GEP17	Dcor_evm.model.hic_scaffold_3_pilon.1280	NA
TRINITY_GG_1034_c1705_g1	Dcor_evm.model.ctg6_len_5675906.245	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.1290	Dcor_evm.model.hic_scaffold_3_pilon.1290
TRINITY_GG_1034_c229_g1	Dcor_evm.model.ctg6_len_5675906.202	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.1325	NA
TRINITY_GG_1220_c430_g1	Dcor_evm.model.ctg6_len_5675906.182	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.1346	Dcor_evm.model.hic_scaffold_3_pilon.1346
TRINITY_GG_1034_c253_g1	Dcor_evm.model.ctg6_len_5675906.142	GEP17	Dcor_evm.model.hic_scaffold_3_pilon.1385	Dcor_evm.model.hic_scaffold_3_pilon.1385
TRINITY_GG_1297_c76_g1	Dcor_evm.model.ctg6_len_5675906.141	GEP17	Dcor_evm.model.hic_scaffold_3_pilon.1386	NA
TRINITY_GG_1034_c456_g1	Dcor_evm.model.ctg6_len_5675906.124	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.1404	Dcor_evm.model.hic_scaffold_3_pilon.1404
TRINITY_GG_1034_c419_g1	Dcor_evm.model.ctg6_len_5675906.119	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.1409	Dcor_evm.model.hic_scaffold_3_pilon.1409
TRINITY_GG_1034_c164_g2	Dcor_evm.model.ctg6_len_5675906.118	GEP17	Dcor_evm.model.hic_scaffold_3_pilon.1410	Dcor_evm.model.hic_scaffold_3_pilon.1410
TRINITY_GG_193_c278_g1	Dcor_evm.model.ctg3_len_6069552.149	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.147	Dcor_evm.model.hic_scaffold_3_pilon.147
TRINITY_GG_1034_c459_g1	Dcor_evm.model.ctg6_len_5675906.52	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.1471	NA
TRINITY_GG_1034_c992_g1	Dcor_evm.model.ctg6_len_5675906.51	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.1472	NA
TRINITY_GG_1034_c165_g1	Dcor_evm.model.ctg6_len_5675906.50	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.1473	Dcor_evm.model.hic_scaffold_3_pilon.1473
TRINITY_GG_1034_c409_g1	Dcor_evm.model.ctg6_len_5675906.49	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.1474	Dcor_evm.model.hic_scaffold_3_pilon.1474
TRINITY_GG_193_c369_g1	Dcor_evm.model.ctg3_len_6069552.156	GEP17	Dcor_evm.model.hic_scaffold_3_pilon.154	Dcor_evm.model.hic_scaffold_3_pilon.154
TRINITY_GG_193_c369_g1	Dcor_evm.model.ctg3_len_6069552.156	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.154	Dcor_evm.model.hic_scaffold_3_pilon.154
TRINITY_GG_193_c465_g1	Dcor_evm.model.ctg3_len_6069552.170	GEP17	Dcor_evm.model.hic_scaffold_3_pilon.165	Dcor_evm.model.hic_scaffold_3_pilon.165
TRINITY_GG_193_c143_g1	Dcor_evm.model.ctg3_len_6069552.174	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.169	Dcor_evm.model.hic_scaffold_3_pilon.169
TRINITY_GG_193_c121_g1	Dcor_evm.model.ctg3_len_6069552.181	GEP17	Dcor_evm.model.hic_scaffold_3_pilon.176	NA
TRINITY_GG_193_c121_g1	Dcor_evm.model.ctg3_len_6069552.181	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.176	NA
TRINITY_GG_193_c844_g1	Dcor_evm.model.ctg3_len_6069552.17	GEP17	Dcor_evm.model.hic_scaffold_3_pilon.18	Dcor_evm.model.hic_scaffold_3_pilon.18
TRINITY_GG_874_c2_g1	Dcor_evm.model.ctg3_len_6069552.191	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.186	Dcor_evm.model.hic_scaffold_3_pilon.186
TRINITY_GG_193_c549_g1	Dcor_evm.model.ctg3_len_6069552.278	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.273	Dcor_evm.model.hic_scaffold_3_pilon.273
TRINITY_GG_193_c55_g1	Dcor_evm.model.ctg3_len_6069552.280	GEP17	Dcor_evm.model.hic_scaffold_3_pilon.275	NA
TRINITY_GG_193_c112_g1	Dcor_evm.model.ctg3_len_6069552.30	GEP17	Dcor_evm.model.hic_scaffold_3_pilon.28	Dcor_evm.model.hic_scaffold_3_pilon.28
TRINITY_GG_193_c77_g1	Dcor_evm.model.ctg3_len_6069552.286	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.281	Dcor_evm.model.hic_scaffold_3_pilon.281
TRINITY_GG_193_c118_g1	Dcor_evm.model.ctg3_len_6069552.289_evm.model.ctg3_len_6069552.290	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.283	NA
TRINITY_GG_193_c115_g1	Dcor_evm.model.ctg3_len_6069552.306	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.302	Dcor_evm.model.hic_scaffold_3_pilon.302
TRINITY_GG_193_c1722_g1	Dcor_evm.model.ctg3_len_6069552.321	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.317	NA
TRINITY_GG_193_c376_g1	Dcor_evm.model.ctg3_len_6069552.324	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.320	Dcor_evm.model.hic_scaffold_3_pilon.320
TRINITY_GG_193_c294_g1	Dcor_evm.model.ctg3_len_6069552.327	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.323	Dcor_evm.model.hic_scaffold_3_pilon.323
TRINITY_GG_193_c580_g1	Dcor_evm.model.ctg3_len_6069552.39	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.37	NA
TRINITY_GG_193_c168_g1	Dcor_evm.model.ctg3_len_6069552.376	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.371	NA
TRINITY_GG_193_c168_g1	Dcor_evm.model.ctg3_len_6069552.378	GEP17	Dcor_evm.model.hic_scaffold_3_pilon.373	NA
TRINITY_GG_193_c214_g1	Dcor_evm.model.ctg3_len_6069552.41	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.39	Dcor_evm.model.hic_scaffold_3_pilon.39
TRINITY_GG_193_c201_g1	Dcor_evm.model.ctg3_len_6069552.432	GEP17	Dcor_evm.model.hic_scaffold_3_pilon.430	Dcor_evm.model.hic_scaffold_3_pilon.430
TRINITY_GG_193_c162_g1	Dcor_evm.model.ctg3_len_6069552.439	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.437	Dcor_evm.model.hic_scaffold_3_pilon.437
TRINITY_GG_193_c166_g1	Dcor_evm.model.ctg3_len_6069552.462	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.460	Dcor_evm.model.hic_scaffold_3_pilon.460
TRINITY_GG_193_c125_g1	Dcor_evm.model.ctg3_len_6069552.512	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.515	Dcor_evm.model.hic_scaffold_3_pilon.515
TRINITY_GG_193_c150_g1	Dcor_evm.model.ctg3_len_6069552.543	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.546	Dcor_evm.model.hic_scaffold_3_pilon.546
TRINITY_GG_193_c195_g1	Dcor_evm.model.ctg3_len_6069552.576	GEP17	Dcor_evm.model.hic_scaffold_3_pilon.581	NA
TRINITY_GG_193_c391_g1	Dcor_evm.model.ctg3_len_6069552.587	GEP17	Dcor_evm.model.hic_scaffold_3_pilon.592	NA
TRINITY_GG_193_c391_g1	Dcor_evm.model.ctg3_len_6069552.587	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.592	NA
TRINITY_GG_193_c180_g1	Dcor_evm.model.ctg3_len_6069552.589	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.595	NA
TRINITY_GG_193_c478_g1	Dcor_evm.model.ctg3_len_6069552.639	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.639	Dcor_evm.model.hic_scaffold_3_pilon.639
TRINITY_GG_193_c80_g1	Dcor_evm.model.ctg3_len_6069552.671	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.671	Dcor_evm.model.hic_scaffold_3_pilon.671
TRINITY_GG_193_c0_g1	Dcor_evm.model.ctg3_len_6069552.673	GEP17	Dcor_evm.model.hic_scaffold_3_pilon.673	Dcor_evm.model.hic_scaffold_3_pilon.673
TRINITY_GG_193_c346_g1	Dcor_evm.model.ctg3_len_6069552.693	GEP17	Dcor_evm.model.hic_scaffold_3_pilon.692	Dcor_evm.model.hic_scaffold_3_pilon.692
TRINITY_GG_193_c39_g1	Dcor_evm.model.ctg3_len_6069552.694	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.693	Dcor_evm.model.hic_scaffold_3_pilon.693
TRINITY_GG_193_c24_g1	Dcor_evm.model.ctg3_len_6069552.696	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.695	Dcor_evm.model.hic_scaffold_3_pilon.695
TRINITY_GG_193_c1698_g1	Dcor_evm.model.ctg3_len_6069552.698	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.697	Dcor_evm.model.hic_scaffold_3_pilon.697
TRINITY_GG_193_c4_g1	Dcor_evm.model.ctg3_len_6069552.700	GEP17	Dcor_evm.model.hic_scaffold_3_pilon.699	Dcor_evm.model.hic_scaffold_3_pilon.699
TRINITY_GG_193_c387_g1	Dcor_evm.model.ctg3_len_6069552.74	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.70	NA
TRINITY_GG_193_c244_g1	Dcor_evm.model.ctg3_len_6069552.723	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.722	NA
TRINITY_GG_193_c95_g1	Dcor_evm.model.ctg3_len_6069552.725	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.724	Dcor_evm.model.hic_scaffold_3_pilon.724
TRINITY_GG_193_c35_g1	Dcor_evm.model.ctg3_len_6069552.754	GEP17	Dcor_evm.model.hic_scaffold_3_pilon.754	Dcor_evm.model.hic_scaffold_3_pilon.754
TRINITY_GG_193_c35_g1	Dcor_evm.model.ctg3_len_6069552.754	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.754	Dcor_evm.model.hic_scaffold_3_pilon.754
TRINITY_GG_193_c48_g1	Dcor_evm.model.ctg3_len_6069552.808	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.797	Dcor_evm.model.hic_scaffold_3_pilon.797
TRINITY_GG_193_c261_g1	Dcor_evm.model.ctg3_len_6069552.809	GEP17	Dcor_evm.model.hic_scaffold_3_pilon.798	Dcor_evm.model.hic_scaffold_3_pilon.798
TRINITY_GG_784_c25_g1	Dcor_evm.model.scaffold143_size401101.4	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.807	Dcor_evm.model.hic_scaffold_3_pilon.807
TRINITY_GG_784_c24_g1	Dcor_evm.model.scaffold143_size401101.8	GEP17	Dcor_evm.model.hic_scaffold_3_pilon.811	Dcor_evm.model.hic_scaffold_3_pilon.811
TRINITY_GG_784_c11_g1	Dcor_evm.model.scaffold143_size401101.58	GEP17	Dcor_evm.model.hic_scaffold_3_pilon.861	Dcor_evm.model.hic_scaffold_3_pilon.861
TRINITY_GG_784_c11_g1	Dcor_evm.model.scaffold143_size401101.58	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.861	Dcor_evm.model.hic_scaffold_3_pilon.861
TRINITY_GG_784_c26_g1	Dcor_evm.model.scaffold143_size401101.61	GEP17	Dcor_evm.model.hic_scaffold_3_pilon.864	Dcor_evm.model.hic_scaffold_3_pilon.864
TRINITY_GG_193_c65_g1	Dcor_evm.model.ctg3_len_6069552.814	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.874	NA
TRINITY_GG_193_c240_g1	Dcor_evm.model.ctg3_len_6069552.828	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.889	Dcor_evm.model.hic_scaffold_3_pilon.889
TRINITY_GG_1034_c341_g1	Dcor_evm.model.ctg6_len_5675906.608	GEP9	Dcor_evm.model.hic_scaffold_3_pilon.929	Dcor_evm.model.hic_scaffold_3_pilon.929
TRINITY_GG_1034_c7_g1	Dcor_evm.model.ctg6_len_5675906.572	GEP17	Dcor_evm.model.hic_scaffold_3_pilon.968	Dcor_evm.model.hic_scaffold_3_pilon.968
TRINITY_GG_436_c28_g1	Dcor_evm.model.scaffold374_size249976.14	GEP9	Dcor_evm.model.hic_scaffold_31_pilon.15	NA
TRINITY_GG_28_c0_g1	Dcor_evm.model.scaffold463_size106593.12	GEP17	Dcor_evm.model.hic_scaffold_35_pilon.14	NA
TRINITY_GG_708_c150_g1	Dcor_evm.model.ctg10_len_3669713.1095	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.1	NA
TRINITY_GG_421_c60_g1	Dcor_evm.model.ctg14_len_1695541.137	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.1030	Dcor_evm.model.hic_scaffold_4_pilon.1030
TRINITY_GG_421_c51_g1	Dcor_evm.model.ctg14_len_1695541.103	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.1065	Dcor_evm.model.hic_scaffold_4_pilon.1065
TRINITY_GG_421_c47_g1	Dcor_evm.model.ctg14_len_1695541.99	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.1069	Dcor_evm.model.hic_scaffold_4_pilon.1069
TRINITY_GG_421_c22_g1	Dcor_evm.model.ctg14_len_1695541.94	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.1074	Dcor_evm.model.hic_scaffold_4_pilon.1074
TRINITY_GG_421_c54_g1	Dcor_evm.model.ctg14_len_1695541.68	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.1099	Dcor_evm.model.hic_scaffold_4_pilon.1099
TRINITY_GG_708_c706_g1	Dcor_evm.model.ctg10_len_3669713.1205	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.111	NA
TRINITY_GG_708_c1030_g1	Dcor_evm.model.ctg10_len_3669713.1206	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.112	NA
TRINITY_GG_421_c41_g2	Dcor_evm.model.ctg14_len_1695541.42	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.1123	NA
TRINITY_GG_715_c65_g1	Dcor_evm.model.ctg28_len_882067.15	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.1177	NA
TRINITY_GG_715_c15_g1	Dcor_evm.model.ctg28_len_882067.21	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.1183	Dcor_evm.model.hic_scaffold_4_pilon.1183
TRINITY_GG_715_c16_g1	Dcor_evm.model.ctg28_len_882067.40	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.1203	Dcor_evm.model.hic_scaffold_4_pilon.1203
TRINITY_GG_715_c16_g1	Dcor_evm.model.ctg28_len_882067.40	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.1203	Dcor_evm.model.hic_scaffold_4_pilon.1203
TRINITY_GG_715_c13_g1	Dcor_evm.model.ctg28_len_882067.69	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.1233	Dcor_evm.model.hic_scaffold_4_pilon.1233
TRINITY_GG_722_c0_g1	Dcor_evm.model.scaffold177_size39879.4	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.1260	Dcor_evm.model.hic_scaffold_4_pilon.1260
TRINITY_GG_715_c0_g1	Dcor_evm.model.ctg28_len_882067.97	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.1262	NA
TRINITY_GG_715_c28_g1	Dcor_evm.model.ctg28_len_882067.100_evm.model.ctg28_len_882067.99	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.1264	Dcor_evm.model.hic_scaffold_4_pilon.1264
TRINITY_GG_715_c226_g1	Dcor_evm.model.ctg28_len_882067.115	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.1277	Dcor_evm.model.hic_scaffold_4_pilon.1277
TRINITY_GG_137_c305_g1	Dcor_evm.model.ctg4_len_2496752.10	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.1305	Dcor_evm.model.hic_scaffold_4_pilon.1305
TRINITY_GG_137_c305_g1	Dcor_evm.model.ctg4_len_2496752.10	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.1305	Dcor_evm.model.hic_scaffold_4_pilon.1305
TRINITY_GG_137_c491_g1	Dcor_evm.model.ctg4_len_2496752.20	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.1313	NA
TRINITY_GG_137_c130_g1	Dcor_evm.model.ctg4_len_2496752.73	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.1365	Dcor_evm.model.hic_scaffold_4_pilon.1365
TRINITY_GG_137_c257_g1	Dcor_evm.model.ctg4_len_2496752.87	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.1379	NA
TRINITY_GG_137_c1367_g1	Dcor_evm.model.ctg4_len_2496752.91	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.1383	NA
TRINITY_GG_137_c24_g1	Dcor_evm.model.ctg4_len_2496752.98	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.1390	NA
TRINITY_GG_708_c476_g1	Dcor_evm.model.ctg10_len_3669713.1258	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.160	Dcor_evm.model.hic_scaffold_4_pilon.160
TRINITY_GG_708_c57_g1	Dcor_evm.model.ctg10_len_3669713.1288	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.191	Dcor_evm.model.hic_scaffold_4_pilon.191
TRINITY_GG_708_c2_g1	Dcor_evm.model.ctg10_len_3669713.1324	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.226	NA
TRINITY_GG_708_c2_g1	Dcor_evm.model.ctg10_len_3669713.1324	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.226	NA
TRINITY_GG_708_c91_g1	Dcor_evm.model.ctg10_len_3669713.1359	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.260	NA
TRINITY_GG_708_c90_g1	Dcor_evm.model.ctg10_len_3669713.1382	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.282	Dcor_evm.model.hic_scaffold_4_pilon.282
TRINITY_GG_708_c157_g1	Dcor_evm.model.ctg10_len_3669713.1401	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.292	NA
TRINITY_GG_708_c2738_g1	Dcor_evm.model.ctg10_len_3669713.1402	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.293	NA
TRINITY_GG_708_c31_g1	Dcor_evm.model.ctg10_len_3669713.1007	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.368	Dcor_evm.model.hic_scaffold_4_pilon.368
TRINITY_GG_708_c224_g1	Dcor_evm.model.ctg10_len_3669713.993	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.382	Dcor_evm.model.hic_scaffold_4_pilon.382
TRINITY_GG_708_c146_g1	Dcor_evm.model.ctg10_len_3669713.990	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.385	Dcor_evm.model.hic_scaffold_4_pilon.385
TRINITY_GG_708_c25_g1	Dcor_evm.model.ctg10_len_3669713.988	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.387	NA
TRINITY_GG_708_c481_g1	Dcor_evm.model.ctg10_len_3669713.987	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.388	Dcor_evm.model.hic_scaffold_4_pilon.388
TRINITY_GG_708_c110_g1	Dcor_evm.model.ctg10_len_3669713.983	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.392	NA
TRINITY_GG_708_c403_g1	Dcor_evm.model.ctg10_len_3669713.906	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.464	Dcor_evm.model.hic_scaffold_4_pilon.464
TRINITY_GG_708_c255_g1	Dcor_evm.model.ctg10_len_3669713.905	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.465	Dcor_evm.model.hic_scaffold_4_pilon.465
TRINITY_GG_708_c105_g1	Dcor_evm.model.ctg10_len_3669713.900	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.473	Dcor_evm.model.hic_scaffold_4_pilon.473
TRINITY_GG_708_c28_g1	Dcor_evm.model.ctg10_len_3669713.871	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.502	NA
TRINITY_GG_708_c657_g1	Dcor_evm.model.ctg10_len_3669713.864	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.511	Dcor_evm.model.hic_scaffold_4_pilon.511
TRINITY_GG_708_c559_g1	Dcor_evm.model.ctg10_len_3669713.823	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.555	Dcor_evm.model.hic_scaffold_4_pilon.555
TRINITY_GG_708_c302_g1	Dcor_evm.model.ctg10_len_3669713.818	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.560	Dcor_evm.model.hic_scaffold_4_pilon.560
TRINITY_GG_708_c364_g1	Dcor_evm.model.ctg10_len_3669713.806	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.572	NA
TRINITY_GG_708_c933_g1	Dcor_evm.model.ctg10_len_3669713.717	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.664	Dcor_evm.model.hic_scaffold_4_pilon.664
TRINITY_GG_708_c1978_g1	Dcor_evm.model.ctg10_len_3669713.712_evm.model.ctg10_len_3669713.711	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.668	Dcor_evm.model.hic_scaffold_4_pilon.668
TRINITY_GG_708_c394_g1	Dcor_evm.model.ctg10_len_3669713.705	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.674	Dcor_evm.model.hic_scaffold_4_pilon.674
TRINITY_GG_535_c11_g1	Dcor_evm.model.ctg7_len_2417284.350	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.735	Dcor_evm.model.hic_scaffold_4_pilon.735
TRINITY_GG_1297_c17_g1	Dcor_evm.model.scaffold22_size1709097.142	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.793	Dcor_evm.model.hic_scaffold_4_pilon.793
TRINITY_GG_1297_c42_g1	Dcor_evm.model.scaffold22_size1709097.139	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.796	NA
TRINITY_GG_708_c2534_g1	Dcor_evm.model.ctg10_len_3669713.1102	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.8	NA
TRINITY_GG_421_c61_g1	Dcor_evm.model.ctg14_len_1695541.281	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.884	Dcor_evm.model.hic_scaffold_4_pilon.884
TRINITY_GG_421_c65_g1	Dcor_evm.model.ctg14_len_1695541.278	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.887	Dcor_evm.model.hic_scaffold_4_pilon.887
TRINITY_GG_421_c87_g1	Dcor_evm.model.ctg14_len_1695541.273	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.892	Dcor_evm.model.hic_scaffold_4_pilon.892
TRINITY_GG_421_c87_g1	Dcor_evm.model.ctg14_len_1695541.273	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.892	Dcor_evm.model.hic_scaffold_4_pilon.892
TRINITY_GG_421_c98_g1	Dcor_evm.model.ctg14_len_1695541.243	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.916	Dcor_evm.model.hic_scaffold_4_pilon.916
TRINITY_GG_421_c123_g1	Dcor_evm.model.ctg14_len_1695541.239	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.920	Dcor_evm.model.hic_scaffold_4_pilon.920
TRINITY_GG_421_c15_g1	Dcor_evm.model.ctg14_len_1695541.233	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.926	Dcor_evm.model.hic_scaffold_4_pilon.926
TRINITY_GG_421_c31_g1	Dcor_evm.model.ctg14_len_1695541.229	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.930	Dcor_evm.model.hic_scaffold_4_pilon.930
TRINITY_GG_421_c31_g1	Dcor_evm.model.ctg14_len_1695541.229	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.930	Dcor_evm.model.hic_scaffold_4_pilon.930
TRINITY_GG_421_c33_g1	Dcor_evm.model.ctg14_len_1695541.223	GEP17	Dcor_evm.model.hic_scaffold_4_pilon.936	Dcor_evm.model.hic_scaffold_4_pilon.936
TRINITY_GG_421_c33_g1	Dcor_evm.model.ctg14_len_1695541.223	GEP9	Dcor_evm.model.hic_scaffold_4_pilon.936	Dcor_evm.model.hic_scaffold_4_pilon.936
TRINITY_GG_1118_c4_g1	Dcor_evm.model.scaffold170_size43745.11	GEP17	Dcor_evm.model.hic_scaffold_40_pilon.7	Dcor_evm.model.hic_scaffold_40_pilon.7
TRINITY_GG_331_c2_g1	Dcor_evm.model.scaffold104_size162493.30	GEP17	Dcor_evm.model.hic_scaffold_44_pilon.31	NA
TRINITY_GG_456_c124_g1	Dcor_evm.model.ctg11_len_5605186.695	GEP17	Dcor_evm.model.hic_scaffold_47_pilon.13	Dcor_evm.model.hic_scaffold_47_pilon.13
TRINITY_GG_456_c162_g1	Dcor_evm.model.ctg11_len_5605186.709	GEP9	Dcor_evm.model.hic_scaffold_47_pilon.27	NA
TRINITY_GG_456_c162_g1	Dcor_evm.model.ctg11_len_5605186.710	GEP17	Dcor_evm.model.hic_scaffold_47_pilon.28	Dcor_evm.model.hic_scaffold_47_pilon.28
TRINITY_GG_139_c82_g1	Dcor_evm.model.ctg17_len_2239276.88	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.100	Dcor_evm.model.hic_scaffold_5_pilon.100
TRINITY_GG_997_c20_g1	Dcor_evm.model.ctg30_len_2601835.209	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.1019	Dcor_evm.model.hic_scaffold_5_pilon.1019
TRINITY_GG_997_c3_g1	Dcor_evm.model.ctg30_len_2601835.239	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.1049	Dcor_evm.model.hic_scaffold_5_pilon.1049
TRINITY_GG_997_c160_g1	Dcor_evm.model.ctg30_len_2601835.241	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.1051	NA
TRINITY_GG_997_c72_g1	Dcor_evm.model.ctg30_len_2601835.243	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.1053	Dcor_evm.model.hic_scaffold_5_pilon.1053
TRINITY_GG_997_c189_g1	Dcor_evm.model.ctg30_len_2601835.245	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.1055	NA
TRINITY_GG_997_c19_g1	Dcor_evm.model.ctg30_len_2601835.331	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.1132	Dcor_evm.model.hic_scaffold_5_pilon.1132
TRINITY_GG_514_c146_g2	Dcor_evm.model.ctg30_len_2601835.333	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.1134	Dcor_evm.model.hic_scaffold_5_pilon.1134
TRINITY_GG_514_c77_g1	Dcor_evm.model.ctg30_len_2601835.345	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.1148	NA
