TrinityID	GeneID	GEP_id	Dcor_v3_gene_id	DEO
TRINITY_GG_979_c6_g1	Dcor_evm.model.ctg31_len_807242.113	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.1181	Dcor_evm.model.hic_scaffold_5_pilon.1181
TRINITY_GG_979_c6_g1	Dcor_evm.model.ctg31_len_807242.113	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.1181	Dcor_evm.model.hic_scaffold_5_pilon.1181
TRINITY_GG_979_c13_g1	Dcor_evm.model.ctg31_len_807242.55	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.1236	Dcor_evm.model.hic_scaffold_5_pilon.1236
TRINITY_GG_979_c111_g1	Dcor_evm.model.ctg31_len_807242.24	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.1259	Dcor_evm.model.hic_scaffold_5_pilon.1259
TRINITY_GG_979_c1_g1	Dcor_evm.model.ctg31_len_807242.13	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.1270	Dcor_evm.model.hic_scaffold_5_pilon.1270
TRINITY_GG_979_c47_g1	Dcor_evm.model.ctg31_len_807242.3	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.1281	Dcor_evm.model.hic_scaffold_5_pilon.1281
TRINITY_GG_524_c23_g1	Dcor_evm.model.scaffold137_size1808848.15	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.1317	Dcor_evm.model.hic_scaffold_5_pilon.1317
TRINITY_GG_1349_c83_g1	Dcor_evm.model.ctg17_len_2239276.122	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.133	NA
TRINITY_GG_524_c10_g1	Dcor_evm.model.scaffold137_size1808848.89	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.1391	Dcor_evm.model.hic_scaffold_5_pilon.1391
TRINITY_GG_524_c12_g1	Dcor_evm.model.scaffold137_size1808848.127	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.1435	NA
TRINITY_GG_524_c24_g1	Dcor_evm.model.scaffold137_size1808848.143	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.1453	NA
TRINITY_GG_524_c6_g1	Dcor_evm.model.scaffold137_size1808848.144	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.1454	Dcor_evm.model.hic_scaffold_5_pilon.1454
TRINITY_GG_524_c6_g1	Dcor_evm.model.scaffold137_size1808848.144	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.1454	Dcor_evm.model.hic_scaffold_5_pilon.1454
TRINITY_GG_1349_c146_g1	Dcor_evm.model.ctg17_len_2239276.207	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.222	NA
TRINITY_GG_1349_c107_g1	Dcor_evm.model.ctg17_len_2239276.19	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.26	Dcor_evm.model.hic_scaffold_5_pilon.26
TRINITY_GG_1349_c107_g1	Dcor_evm.model.ctg17_len_2239276.19	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.26	Dcor_evm.model.hic_scaffold_5_pilon.26
TRINITY_GG_1349_c52_g1	Dcor_evm.model.ctg17_len_2239276.262	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.281	Dcor_evm.model.hic_scaffold_5_pilon.281
TRINITY_GG_1349_c594_g1	Dcor_evm.model.ctg17_len_2239276.275	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.292	NA
TRINITY_GG_1349_c29_g1	Dcor_evm.model.ctg17_len_2239276.276	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.293	Dcor_evm.model.hic_scaffold_5_pilon.293
TRINITY_GG_1349_c63_g1	Dcor_evm.model.ctg17_len_2239276.24	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.31	NA
TRINITY_GG_1349_c72_g1	Dcor_evm.model.ctg17_len_2239276.25	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.32	Dcor_evm.model.hic_scaffold_5_pilon.32
TRINITY_GG_1349_c87_g1	Dcor_evm.model.ctg17_len_2239276.330	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.347	Dcor_evm.model.hic_scaffold_5_pilon.347
TRINITY_GG_589_c72_g1	Dcor_evm.model.ctg22_len_1181805.447	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.414	NA
TRINITY_GG_589_c69_g1	Dcor_evm.model.ctg22_len_1181805.438	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.423	Dcor_evm.model.hic_scaffold_5_pilon.423
TRINITY_GG_589_c7_g1	Dcor_evm.model.ctg22_len_1181805.423	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.458	Dcor_evm.model.hic_scaffold_5_pilon.458
TRINITY_GG_589_c28_g1	Dcor_evm.model.ctg22_len_1181805.416	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.465	Dcor_evm.model.hic_scaffold_5_pilon.465
TRINITY_GG_589_c102_g1	Dcor_evm.model.ctg22_len_1181805.411	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.470	Dcor_evm.model.hic_scaffold_5_pilon.470
TRINITY_GG_589_c1102_g1	Dcor_evm.model.ctg22_len_1181805.402	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.479	NA
TRINITY_GG_589_c631_g1	Dcor_evm.model.ctg22_len_1181805.401	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.480	Dcor_evm.model.hic_scaffold_5_pilon.480
TRINITY_GG_589_c100_g1	Dcor_evm.model.ctg22_len_1181805.398	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.483	Dcor_evm.model.hic_scaffold_5_pilon.483
TRINITY_GG_589_c83_g1	Dcor_evm.model.ctg22_len_1181805.393	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.488	NA
TRINITY_GG_589_c332_g1	Dcor_evm.model.ctg22_len_1181805.388	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.493	Dcor_evm.model.hic_scaffold_5_pilon.493
TRINITY_GG_589_c708_g1	Dcor_evm.model.ctg22_len_1181805.388	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.493	Dcor_evm.model.hic_scaffold_5_pilon.493
TRINITY_GG_269_c0_g1	Dcor_evm.model.scaffold358_size26117.5	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.5	Dcor_evm.model.hic_scaffold_5_pilon.5
TRINITY_GG_589_c279_g1	Dcor_evm.model.ctg22_len_1181805.352	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.527	Dcor_evm.model.hic_scaffold_5_pilon.527
TRINITY_GG_931_c173_g1	Dcor_evm.model.ctg23_len_1050911.45	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.651	Dcor_evm.model.hic_scaffold_5_pilon.651
TRINITY_GG_699_c36_g1	Dcor_evm.model.scaffold86_size528256.33	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.783	Dcor_evm.model.hic_scaffold_5_pilon.783
TRINITY_GG_1349_c54_g1	Dcor_evm.model.ctg17_len_2239276.63	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.79	Dcor_evm.model.hic_scaffold_5_pilon.79
TRINITY_GG_699_c99_g1	Dcor_evm.model.scaffold86_size528256.25	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.791	Dcor_evm.model.hic_scaffold_5_pilon.791
TRINITY_GG_699_c11_g2	Dcor_evm.model.scaffold86_size528256.24	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.792	Dcor_evm.model.hic_scaffold_5_pilon.792
TRINITY_GG_699_c11_g2	Dcor_evm.model.scaffold86_size528256.24	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.792	Dcor_evm.model.hic_scaffold_5_pilon.792
TRINITY_GG_699_c13_g1	Dcor_evm.model.scaffold86_size528256.7	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.807	Dcor_evm.model.hic_scaffold_5_pilon.807
TRINITY_GG_699_c5_g1	Dcor_evm.model.scaffold86_size528256.6	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.808	Dcor_evm.model.hic_scaffold_5_pilon.808
TRINITY_GG_997_c73_g1	Dcor_evm.model.ctg30_len_2601835.8	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.818	NA
TRINITY_GG_997_c82_g1	Dcor_evm.model.ctg30_len_2601835.21	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.831	Dcor_evm.model.hic_scaffold_5_pilon.831
TRINITY_GG_997_c583_g1	Dcor_evm.model.ctg30_len_2601835.26	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.836	Dcor_evm.model.hic_scaffold_5_pilon.836
TRINITY_GG_997_c107_g1	Dcor_evm.model.ctg30_len_2601835.38	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.848	Dcor_evm.model.hic_scaffold_5_pilon.848
TRINITY_GG_997_c115_g1	Dcor_evm.model.ctg30_len_2601835.73	GEP17	Dcor_evm.model.hic_scaffold_5_pilon.881	Dcor_evm.model.hic_scaffold_5_pilon.881
TRINITY_GG_997_c46_g1	Dcor_evm.model.ctg30_len_2601835.81	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.889	Dcor_evm.model.hic_scaffold_5_pilon.889
TRINITY_GG_997_c71_g1	Dcor_evm.model.ctg30_len_2601835.128	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.937	Dcor_evm.model.hic_scaffold_5_pilon.937
TRINITY_GG_997_c53_g1	Dcor_evm.model.ctg30_len_2601835.160	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.971	Dcor_evm.model.hic_scaffold_5_pilon.971
TRINITY_GG_139_c5_g1	Dcor_evm.model.ctg17_len_2239276.86	GEP9	Dcor_evm.model.hic_scaffold_5_pilon.98	Dcor_evm.model.hic_scaffold_5_pilon.98
TRINITY_GG_653_c3_g1	Dcor_evm.model.scaffold203_size142607.26	GEP9	Dcor_evm.model.hic_scaffold_50_pilon.26	NA
TRINITY_GG_644_c0_g1	Dcor_evm.model.scaffold224_size119102.13	GEP9	Dcor_evm.model.hic_scaffold_56_pilon.13	Dcor_evm.model.hic_scaffold_56_pilon.13
TRINITY_GG_456_c230_g1	Dcor_evm.model.ctg11_len_5605186.517	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.1024	Dcor_evm.model.hic_scaffold_6_pilon.1024
TRINITY_GG_456_c169_g1	Dcor_evm.model.ctg11_len_5605186.509	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.1032	Dcor_evm.model.hic_scaffold_6_pilon.1032
TRINITY_GG_456_c23_g1	Dcor_evm.model.ctg11_len_5605186.504	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.1037	Dcor_evm.model.hic_scaffold_6_pilon.1037
TRINITY_GG_456_c23_g1	Dcor_evm.model.ctg11_len_5605186.504	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.1037	Dcor_evm.model.hic_scaffold_6_pilon.1037
TRINITY_GG_456_c72_g1	Dcor_evm.model.ctg11_len_5605186.493	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.1047	Dcor_evm.model.hic_scaffold_6_pilon.1047
TRINITY_GG_456_c174_g1	Dcor_evm.model.ctg11_len_5605186.492	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.1048	Dcor_evm.model.hic_scaffold_6_pilon.1048
TRINITY_GG_456_c37_g1	Dcor_evm.model.ctg11_len_5605186.472	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.1068	Dcor_evm.model.hic_scaffold_6_pilon.1068
TRINITY_GG_456_c170_g1	Dcor_evm.model.ctg11_len_5605186.468	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.1072	Dcor_evm.model.hic_scaffold_6_pilon.1072
TRINITY_GG_376_c8_g1	Dcor_evm.model.ctg11_len_5605186.430	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.1111	Dcor_evm.model.hic_scaffold_6_pilon.1111
TRINITY_GG_376_c8_g1	Dcor_evm.model.ctg11_len_5605186.430	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.1111	Dcor_evm.model.hic_scaffold_6_pilon.1111
TRINITY_GG_376_c2_g1	Dcor_evm.model.ctg11_len_5605186.414_evm.model.ctg11_len_5605186.415	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.1126	Dcor_evm.model.hic_scaffold_6_pilon.1126
TRINITY_GG_456_c266_g1	Dcor_evm.model.ctg11_len_5605186.383	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.1154	NA
TRINITY_GG_456_c346_g1	Dcor_evm.model.ctg11_len_5605186.382	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.1155	NA
TRINITY_GG_456_c34_g1	Dcor_evm.model.ctg11_len_5605186.362	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.1176	Dcor_evm.model.hic_scaffold_6_pilon.1176
TRINITY_GG_1054_c92_g1	Dcor_evm.model.ctg5_len_6873940.111	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.119	NA
TRINITY_GG_1054_c92_g1	Dcor_evm.model.ctg5_len_6873940.111	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.119	NA
TRINITY_GG_456_c1595_g1	Dcor_evm.model.ctg11_len_5605186.333	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.1210	Dcor_evm.model.hic_scaffold_6_pilon.1210
TRINITY_GG_456_c188_g1	Dcor_evm.model.ctg11_len_5605186.330	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.1213	Dcor_evm.model.hic_scaffold_6_pilon.1213
TRINITY_GG_456_c27_g1	Dcor_evm.model.ctg11_len_5605186.286	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.1256	Dcor_evm.model.hic_scaffold_6_pilon.1256
TRINITY_GG_167_c25_g1	Dcor_evm.model.ctg11_len_5605186.241	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.1302	Dcor_evm.model.hic_scaffold_6_pilon.1302
TRINITY_GG_167_c83_g1	Dcor_evm.model.ctg11_len_5605186.217	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.1319	Dcor_evm.model.hic_scaffold_6_pilon.1319
TRINITY_GG_456_c135_g1	Dcor_evm.model.ctg11_len_5605186.194	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.1345	Dcor_evm.model.hic_scaffold_6_pilon.1345
TRINITY_GG_167_c133_g1	Dcor_evm.model.ctg11_len_5605186.171	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.1369	NA
TRINITY_GG_456_c206_g1	Dcor_evm.model.ctg11_len_5605186.169	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.1371	Dcor_evm.model.hic_scaffold_6_pilon.1371
TRINITY_GG_456_c841_g1	Dcor_evm.model.ctg11_len_5605186.112	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.1427	Dcor_evm.model.hic_scaffold_6_pilon.1427
TRINITY_GG_456_c207_g1	Dcor_evm.model.ctg11_len_5605186.111	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.1428	Dcor_evm.model.hic_scaffold_6_pilon.1428
TRINITY_GG_456_c289_g1	Dcor_evm.model.ctg11_len_5605186.51_evm.model.ctg11_len_5605186.52	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.1486	NA
TRINITY_GG_456_c1142_g1	Dcor_evm.model.ctg11_len_5605186.50	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.1487	NA
TRINITY_GG_1358_c7_g1	Dcor_evm.model.scaffold109_size389922.34	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.1538	Dcor_evm.model.hic_scaffold_6_pilon.1538
TRINITY_GG_1358_c2_g1	Dcor_evm.model.scaffold109_size389922.22	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.1549	Dcor_evm.model.hic_scaffold_6_pilon.1549
TRINITY_GG_1114_c273_g1	Dcor_evm.model.ctg12_len_6330523.164	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.1621	Dcor_evm.model.hic_scaffold_6_pilon.1621
TRINITY_GG_1114_c194_g1	Dcor_evm.model.ctg12_len_6330523.168	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.1624	Dcor_evm.model.hic_scaffold_6_pilon.1624
TRINITY_GG_1114_c349_g1	Dcor_evm.model.ctg12_len_6330523.174	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.1630	Dcor_evm.model.hic_scaffold_6_pilon.1630
TRINITY_GG_1114_c900_g1	Dcor_evm.model.ctg12_len_6330523.192	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.1648	Dcor_evm.model.hic_scaffold_6_pilon.1648
TRINITY_GG_1054_c330_g1	Dcor_evm.model.ctg5_len_6873940.169	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.170	Dcor_evm.model.hic_scaffold_6_pilon.170
TRINITY_GG_501_c17_g1	Dcor_evm.model.ctg12_len_6330523.248	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.1705	NA
TRINITY_GG_501_c17_g1	Dcor_evm.model.ctg12_len_6330523.248	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.1705	NA
TRINITY_GG_1114_c21_g1	Dcor_evm.model.ctg12_len_6330523.313	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.1760	Dcor_evm.model.hic_scaffold_6_pilon.1760
TRINITY_GG_1114_c268_g1	Dcor_evm.model.ctg12_len_6330523.316	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.1763	Dcor_evm.model.hic_scaffold_6_pilon.1763
TRINITY_GG_1045_c5_g1	Dcor_evm.model.ctg5_len_6873940.11	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.20	Dcor_evm.model.hic_scaffold_6_pilon.20
TRINITY_GG_1054_c970_g1	Dcor_evm.model.ctg5_len_6873940.202	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.201	Dcor_evm.model.hic_scaffold_6_pilon.201
TRINITY_GG_1054_c970_g1	Dcor_evm.model.ctg5_len_6873940.202	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.201	Dcor_evm.model.hic_scaffold_6_pilon.201
TRINITY_GG_1054_c358_g1	Dcor_evm.model.ctg5_len_6873940.203	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.202	Dcor_evm.model.hic_scaffold_6_pilon.202
TRINITY_GG_1054_c176_g1	Dcor_evm.model.ctg5_len_6873940.207	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.206	Dcor_evm.model.hic_scaffold_6_pilon.206
TRINITY_GG_1045_c10_g1	Dcor_evm.model.ctg5_len_6873940.12	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.21	Dcor_evm.model.hic_scaffold_6_pilon.21
TRINITY_GG_1054_c593_g2	Dcor_evm.model.ctg5_len_6873940.215	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.214	Dcor_evm.model.hic_scaffold_6_pilon.214
TRINITY_GG_1054_c287_g1	Dcor_evm.model.ctg5_len_6873940.223_evm.model.ctg5_len_6873940.226	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.221	Dcor_evm.model.hic_scaffold_6_pilon.221
TRINITY_GG_1054_c298_g1	Dcor_evm.model.ctg5_len_6873940.330	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.336	Dcor_evm.model.hic_scaffold_6_pilon.336
TRINITY_GG_1054_c469_g1	Dcor_evm.model.ctg5_len_6873940.386	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.384	Dcor_evm.model.hic_scaffold_6_pilon.384
TRINITY_GG_1054_c130_g1	Dcor_evm.model.ctg5_len_6873940.410	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.409	Dcor_evm.model.hic_scaffold_6_pilon.409
TRINITY_GG_1054_c96_g1	Dcor_evm.model.ctg5_len_6873940.416	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.415	Dcor_evm.model.hic_scaffold_6_pilon.415
TRINITY_GG_1054_c23_g1	Dcor_evm.model.ctg5_len_6873940.545	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.540	Dcor_evm.model.hic_scaffold_6_pilon.540
TRINITY_GG_1054_c180_g1	Dcor_evm.model.ctg5_len_6873940.558	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.553	Dcor_evm.model.hic_scaffold_6_pilon.553
TRINITY_GG_1054_c195_g1	Dcor_evm.model.ctg5_len_6873940.610	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.605	Dcor_evm.model.hic_scaffold_6_pilon.605
TRINITY_GG_1054_c355_g1	Dcor_evm.model.ctg5_len_6873940.611	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.606	Dcor_evm.model.hic_scaffold_6_pilon.606
TRINITY_GG_1054_c197_g1	Dcor_evm.model.ctg5_len_6873940.686	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.680	Dcor_evm.model.hic_scaffold_6_pilon.680
TRINITY_GG_1054_c340_g1	Dcor_evm.model.ctg5_len_6873940.743	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.740	NA
TRINITY_GG_1054_c280_g1	Dcor_evm.model.ctg5_len_6873940.794	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.790	Dcor_evm.model.hic_scaffold_6_pilon.790
TRINITY_GG_1054_c257_g1	Dcor_evm.model.ctg5_len_6873940.804	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.801	Dcor_evm.model.hic_scaffold_6_pilon.801
TRINITY_GG_456_c112_g1	Dcor_evm.model.ctg11_len_5605186.672	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.868	Dcor_evm.model.hic_scaffold_6_pilon.868
TRINITY_GG_456_c141_g1	Dcor_evm.model.ctg11_len_5605186.639	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.906	Dcor_evm.model.hic_scaffold_6_pilon.906
TRINITY_GG_456_c18_g1	Dcor_evm.model.ctg11_len_5605186.626	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.919	Dcor_evm.model.hic_scaffold_6_pilon.919
TRINITY_GG_456_c1_g1	Dcor_evm.model.ctg11_len_5605186.624	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.921	Dcor_evm.model.hic_scaffold_6_pilon.921
TRINITY_GG_1054_c29_g1	Dcor_evm.model.ctg5_len_6873940.83	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.93	Dcor_evm.model.hic_scaffold_6_pilon.93
TRINITY_GG_703_c12_g1	Dcor_evm.model.ctg11_len_5605186.590	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.955	Dcor_evm.model.hic_scaffold_6_pilon.955
TRINITY_GG_703_c12_g1	Dcor_evm.model.ctg11_len_5605186.590	GEP9	Dcor_evm.model.hic_scaffold_6_pilon.955	Dcor_evm.model.hic_scaffold_6_pilon.955
TRINITY_GG_456_c192_g1	Dcor_evm.model.ctg11_len_5605186.586	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.959	Dcor_evm.model.hic_scaffold_6_pilon.959
TRINITY_GG_703_c7_g1	Dcor_evm.model.ctg11_len_5605186.585	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.960	Dcor_evm.model.hic_scaffold_6_pilon.960
TRINITY_GG_456_c90_g1	Dcor_evm.model.ctg11_len_5605186.558	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.983	Dcor_evm.model.hic_scaffold_6_pilon.983
TRINITY_GG_456_c173_g1	Dcor_evm.model.ctg11_len_5605186.545	GEP17	Dcor_evm.model.hic_scaffold_6_pilon.996	NA
TRINITY_GG_1189_c0_g1	Dcor_evm.model.scaffold226_size83352.21	GEP17	Dcor_evm.model.hic_scaffold_62_pilon.22	NA
TRINITY_GG_1034_c245_g1	Dcor_evm.model.ctg6_len_5675906.700	GEP17	Dcor_evm.model.hic_scaffold_64_pilon.15	Dcor_evm.model.hic_scaffold_64_pilon.15
TRINITY_GG_1034_c251_g1	Dcor_evm.model.ctg6_len_5675906.731	GEP17	Dcor_evm.model.hic_scaffold_64_pilon.47	Dcor_evm.model.hic_scaffold_64_pilon.47
TRINITY_GG_1034_c269_g1	Dcor_evm.model.ctg6_len_5675906.692	GEP17	Dcor_evm.model.hic_scaffold_64_pilon.8	Dcor_evm.model.hic_scaffold_64_pilon.8
TRINITY_GG_193_c1411_g1	Dcor_evm.model.ctg1_len_6253557.1722	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.1005	NA
TRINITY_GG_950_c3_g1	Dcor_evm.model.scaffold146_size251767.7	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.1057	Dcor_evm.model.hic_scaffold_7_pilon.1057
TRINITY_GG_1080_c18_g1	Dcor_evm.model.scaffold175_size144587.10	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.1074	Dcor_evm.model.hic_scaffold_7_pilon.1074
TRINITY_GG_1080_c4_g1	Dcor_evm.model.hic_scaffold_2.611	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.1075	NA
TRINITY_GG_1287_c5_g1	Dcor_evm.model.scaffold94_size320170.31	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.1087	NA
TRINITY_GG_1287_c0_g1	Dcor_evm.model.scaffold94_size320170.17	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.1101	Dcor_evm.model.hic_scaffold_7_pilon.1101
TRINITY_GG_1287_c15_g1	Dcor_evm.model.scaffold94_size320170.11	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.1107	Dcor_evm.model.hic_scaffold_7_pilon.1107
TRINITY_GG_1287_c15_g1	Dcor_evm.model.scaffold94_size320170.11	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.1107	Dcor_evm.model.hic_scaffold_7_pilon.1107
TRINITY_GG_1287_c10_g1	Dcor_evm.model.scaffold94_size320170.5	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.1113	NA
TRINITY_GG_131_c5_g1	Dcor_evm.model.scaffold72_size195478.16	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.1147	NA
TRINITY_GG_131_c0_g1	Dcor_evm.model.scaffold72_size195478.10	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.1152	Dcor_evm.model.hic_scaffold_7_pilon.1152
TRINITY_GG_1001_c4_g1	Dcor_evm.model.ctg18_len_2053367.325	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.1165	Dcor_evm.model.hic_scaffold_7_pilon.1165
TRINITY_GG_1001_c115_g1	Dcor_evm.model.ctg18_len_2053367.311	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.1181	Dcor_evm.model.hic_scaffold_7_pilon.1181
TRINITY_GG_1001_c15_g1	Dcor_evm.model.ctg18_len_2053367.299	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.1192	Dcor_evm.model.hic_scaffold_7_pilon.1192
TRINITY_GG_1001_c46_g1	Dcor_evm.model.ctg18_len_2053367.292	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.1199	NA
TRINITY_GG_1001_c296_g1	Dcor_evm.model.ctg18_len_2053367.282	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.1208	Dcor_evm.model.hic_scaffold_7_pilon.1208
TRINITY_GG_1001_c29_g1	Dcor_evm.model.ctg18_len_2053367.272	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.1217	Dcor_evm.model.hic_scaffold_7_pilon.1217
TRINITY_GG_1001_c130_g1	Dcor_evm.model.ctg18_len_2053367.234	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.1254	Dcor_evm.model.hic_scaffold_7_pilon.1254
TRINITY_GG_1001_c20_g1	Dcor_evm.model.ctg18_len_2053367.169	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.1316	Dcor_evm.model.hic_scaffold_7_pilon.1316
TRINITY_GG_1001_c11_g1	Dcor_evm.model.ctg18_len_2053367.144	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.1342	Dcor_evm.model.hic_scaffold_7_pilon.1342
